Player,Mat,Inn,Overs,Mdns,Runs,Wkts,Ave,Econ,4w,5w,SR
A Zampa (AUS),7,7,26,0,170,6,28.33,6.53,0,0,26
Zeshan Arif (Aut),3,3,7.5,0,49,6,8.16,6.25,1,0,7.8
Abdul Wahid (Saudi),5,5,17,0,117,5,23.4,6.88,0,0,20.4
CN Ackermann (NL),11,10,25,0,147,5,29.4,5.88,0,0,30
Ameel Mauroof (Mald),10,10,23,0,173,5,34.6,7.52,0,0,27.6
Amjad Sher (Fin),5,5,18,2,88,5,17.6,4.88,0,0,21.6
R Ankad (Mex),8,8,23.4,1,178,5,35.6,7.52,0,0,28.4
Arshad Hayat (CZK-R),7,5,10,0,103,5,20.6,10.3,0,0,12
Babar Ali (BHR),3,3,9,0,70,5,14,7.77,0,0,10.8
V Baskaran (SGP),12,12,36,2,245,5,49,6.8,0,0,43.2
S Bhari (NEPAL),6,6,18,0,113,5,22.6,6.27,0,0,21.6
H Dandapani (Fin),5,5,15,0,90,5,18,6,0,0,18
AC Douglas (BMUDA),10,2,4.2,0,30,5,6,6.92,0,1,5.2
Fareed Ahmad (AFG),5,5,14.5,0,164,5,32.8,11.05,0,0,17.8
GC Galanis (),2,2,4.2,0,32,5,6.4,7.38,0,0,5.2
J Hurley (Arg),3,3,10,0,33,5,6.6,3.3,0,0,12
Imran Anwar (BHR),4,4,16,0,134,5,26.8,8.37,0,0,19.2
SC Kuggeleijn (NZ),9,9,26.5,0,260,5,52,9.68,0,0,32.2
R Kumar (ROM),4,3,12,0,98,5,19.6,8.16,0,0,14.4
P Mishra (BUL),3,3,9,0,37,5,7.4,4.11,0,0,10.8
DJ Mitchell (NZ),9,5,9.1,0,89,5,17.8,9.7,0,0,11
Muhammad Nadeem (Saudi),5,2,5,0,49,5,9.8,9.8,0,0,6
Muhammad Saleem (),4,4,11,1,45,5,9,4.09,0,0,13.2
Muhammad Wafiq (MAL),4,4,16,1,114,5,22.8,7.12,0,0,19.2
CT Mutombodzi (ZIM),8,6,16,0,107,5,21.4,6.68,0,0,19.2
DM Nakrani (UGA),4,4,12,0,93,5,18.6,7.75,0,0,14.4
W Nalisa (VAN),9,7,20,0,177,5,35.4,8.85,0,0,24
HH Pandya (INDIA),5,5,18,0,185,5,37,10.27,0,0,21.6
MW Parkinson (ENG),2,2,6,0,61,5,12.2,10.16,1,0,7.2
MIA Patel (MWI),3,3,12,0,83,5,16.6,6.91,0,0,14.4
NK Patel (USA),4,4,13,1,61,5,12.2,4.69,0,0,15.6
KA Pollard (WI),9,6,12,0,120,5,24,10,0,0,14.4
J Rasu (VAN),13,2,3.5,0,44,5,8.8,11.47,0,1,4.6
DMW Rawlins (BMUDA),11,11,37,0,285,5,57,7.7,0,0,44.4
Raza Iqbal (NOR),5,4,13,0,85,5,17,6.53,0,0,15.6
LH Rodrigues (),4,4,13,1,61,5,12.2,4.69,0,0,15.6
HAM Shah (DEN),9,4,10,0,86,5,17.2,8.6,1,0,12
KD Shah (HKG),11,9,24,1,190,5,38,7.91,0,0,28.8
ACF Stokes (GUE),7,7,23.2,0,152,5,30.4,6.51,0,0,28
Tauqeer Hussain (ESP),4,4,9.3,0,48,5,9.6,5.05,0,0,11.4
Usama Master (MWI),6,5,13.1,0,106,5,21.2,8.05,0,0,15.8
W Viraliliu (VAN),10,9,20.2,0,164,5,32.8,8.06,0,0,24.4
S Waqas Ahmed (NOR),5,4,10,0,83,5,16.6,8.3,0,0,12
Washington Sundar (INDIA),11,11,35,1,248,5,49.6,7.08,0,0,42
AA Westphal (Mex),5,5,19,0,65,5,13,3.42,0,0,22.8
Yasar Haroon (),4,4,13,1,72,5,14.4,5.53,0,0,15.6
Yasir Ali (ESP),9,5,9.5,0,52,5,10.4,5.28,0,0,11.8
Abdul Rahman (Aut),3,3,10,1,72,4,18,7.2,0,0,15
SA Ahmad (DEN),5,3,9,1,40,4,10,4.44,0,0,13.5
D Ajekun (NGA),6,6,11.1,0,76,4,19,6.8,0,0,16.7
Amir Hayat (UAE),3,3,10,0,77,4,19.25,7.7,0,0,15
Arslan Ahmed (),3,3,9,1,40,4,10,4.44,0,0,13.5
Ashiqullah Said (Belg),3,3,11,0,82,4,20.5,7.45,0,0,16.5
A Aspiotis (),3,3,11,0,71,4,17.75,6.45,0,0,16.5
Asrar Ahmed (),3,3,10,2,46,4,11.5,4.6,0,0,15
R Avery (),4,4,11,0,66,4,16.5,6,0,0,16.5
JD Baker (Samoa),4,4,13,0,107,4,26.75,8.23,0,0,19.5
HH Banner (Blz),3,3,12,1,67,4,16.75,5.58,0,0,18
S Bau (PNG),17,8,12,0,61,4,15.25,5.08,0,0,18
TS Braat (NL),3,3,10,0,70,4,17.5,7,0,0,15
J Bulele (Moz),7,5,14.2,0,107,4,26.75,7.46,0,0,21.5
DE Burgess (Samoa),4,3,8.3,0,86,4,21.5,10.11,0,0,12.7
NM Coulter-Nile (AUS),2,2,7,0,59,4,14.75,8.42,0,0,10.5
I Danladi (NGA),3,3,9,0,52,4,13,5.77,0,0,13.5
K Dasan (BUL),3,2,8,0,52,4,13,6.5,0,0,12
S Goustis (),3,3,9,1,42,4,10.5,4.66,0,0,13.5
Habib Ahmadzai (Aut),2,2,4,0,25,4,6.25,6.25,1,0,6
Jandu Hamoud (KUW),6,6,16,0,112,4,28,7,0,0,24
MG Hunter (GIBR),4,4,11.3,0,63,4,15.75,5.47,0,0,17.2
AF Ifill (Caym),6,6,18.3,1,151,4,37.75,8.16,0,0,27.7
Imran Bulbulia (PNM),3,3,10,0,59,4,14.75,5.9,0,0,15
RK Inampud (Mex),3,3,12,0,68,4,17,5.66,0,0,18
DF Jacobs (THAI),4,2,5,0,26,4,6.5,5.2,1,0,7.5
RA Jadeja (INDIA),6,6,17,1,110,4,27.5,6.47,0,0,25.5
MO Jones (BMUDA),8,7,15,0,116,4,29,7.73,0,0,22.5
VJ Kingma (NL),3,3,10.4,0,110,4,27.5,10.31,0,0,16
S Kizilkaya (TKY),4,4,9,0,74,4,18.5,8.22,0,0,13.5
A Krishna (SGP),4,4,12,0,121,4,30.25,10.08,0,0,18
Kuldeep Yadav (INDIA),2,2,8,0,71,4,17.75,8.87,0,0,12
A Lark (Aut),5,4,11,0,55,4,13.75,5,0,0,16.5
JB Little (IRE),7,7,25,0,243,4,60.75,9.72,0,0,37.5
T Lungameni (NAM),6,6,16,1,88,4,22,5.5,0,0,24
N Madziva (ZIM),6,6,15.4,0,138,4,34.5,8.8,0,0,23.5
K Mendon (CZK-R),7,5,8.4,0,79,4,19.75,9.11,0,0,13
Mohammad Ahsan (KUW),6,6,20,0,192,4,48,9.6,0,0,30
Mustafizur Rahman (BDESH),7,7,24.4,0,217,4,54.25,8.79,0,0,37
Najjam Shahzad (PORT),4,4,12.2,0,65,4,16.25,5.27,0,0,18.5
Nazril Rahman (MAL),7,7,17,0,166,4,41.5,9.76,0,0,25.5
SN Netravalkar (USA),8,8,22.4,0,161,4,40.25,7.1,0,0,34
GM Ntambalika (MWI),3,3,9,0,56,4,14,6.22,0,0,13.5
S Pillai (CRC),3,3,8.4,0,56,4,14,6.46,0,0,13
K Rabada (SA),3,3,11,0,105,4,26.25,9.54,0,0,16.5
EB Ringera (KENYA),1,1,4,0,18,4,4.5,4.5,1,0,6
S Rossi (Arg),5,3,6.5,2,21,4,5.25,3.07,0,0,10.2
Sahir Naqash (GER),7,5,9,0,52,4,13,5.77,0,0,13.5
O Sam Arthur (CRC),3,3,9,0,76,4,19,8.44,0,0,13.5
MM Sarwar (KUW),5,4,10.4,0,99,4,24.75,9.28,0,0,16
A Sathya (Mex),3,3,11.3,0,76,4,19,6.6,0,0,17.2
Shadab Khan (PAK),9,7,26,0,227,4,56.75,8.73,0,0,39
L Shafeeg (Mald),3,3,11,0,76,4,19,6.9,0,0,16.5
Shakib Al Hasan (BDESH),4,4,16,1,119,4,29.75,7.43,0,0,24
NK Shetty (Mex),2,2,8,0,42,4,10.5,5.25,0,0,12
L Sipamla (SA),5,5,15.4,0,131,4,32.75,8.36,0,0,23.5
DC Stovell (BMUDA),6,6,17.2,0,126,4,31.5,7.26,0,0,26
Syed Aziz (MAL),14,8,24.5,0,187,4,46.75,7.53,0,0,37.2
O Thomas (WI),4,4,14,0,103,4,25.75,7.35,0,0,21
A Uniyal (Chile),3,3,9,1,59,4,14.75,6.55,0,0,13.5
Usman Ali (Saudi),5,5,19,0,130,4,32.5,6.84,0,0,28.5
TCW Veillard (GUE),4,4,16,0,93,4,23.25,5.81,0,0,24
Waqas Barkat (HKG),11,9,20.2,0,142,4,35.5,6.98,0,0,30.5
SMK Waththage (CZK-R),5,5,12,3,68,4,17,5.66,0,0,18
AS Abioye (NGA),5,4,10,0,87,3,29,8.7,0,0,20
Afif Hossain (BDESH),7,4,8,1,53,3,17.66,6.62,0,0,16
A Ahmadhel (BUL),3,3,10,0,75,3,25,7.5,0,0,20
FA Allen (WI),5,4,12,1,80,3,26.66,6.66,0,0,24
S Appu (MLT),4,4,9,0,74,3,24.66,8.22,0,0,18
MNM Aslam (KUW),6,5,14,0,85,3,28.33,6.07,0,0,28
TD Astle (NZ),1,1,4,0,28,3,9.33,7,0,0,8
V Ateak (Ghana),4,3,11,0,94,3,31.33,8.54,0,0,22
G Bakiweyem (Ghana),3,3,10,0,62,3,20.66,6.2,0,0,20
S Bantzas (),1,1,3,0,12,3,4,4,0,0,6
P Bhart (NOR),5,4,12,1,68,3,22.66,5.66,0,0,24
PRP Boissevain (NL),4,4,16,0,116,3,38.66,7.25,0,0,32
PR Brown (ENG),4,4,13,0,128,3,42.66,9.84,0,0,26
P Buccimazza (PORT),4,4,13,0,86,3,28.66,6.61,0,0,26
N Buckle (GUE),3,3,10,0,76,3,25.33,7.6,0,0,20
JJ Bumrah (INDIA),2,2,8,0,46,3,15.33,5.75,0,0,16
HL Carlyon (JER),9,3,6,0,42,3,14,7,0,0,12
M Chauhan (Fin),2,2,8,1,38,3,12.66,4.75,0,0,16
M Cope (LUX),2,2,5,0,61,3,20.33,12.2,0,0,10
TH David (SGP),12,9,22.2,0,202,3,67.33,9.04,0,0,44.6
NS Dhaliwal (CAN),12,5,8,0,43,3,14.33,5.37,0,0,16
SDJJ Dima (Moz),4,2,5,0,57,3,19,11.4,0,0,10
S Dube (INDIA),6,6,12.3,0,114,3,38,9.12,0,0,25
L Evile (Samoa),4,4,12,1,67,3,22.33,5.58,0,0,24
Faheem Ashraf (PAK),4,4,13.2,0,148,3,49.33,11.1,0,0,26.6
P Florin (ROM),4,2,1.4,0,10,3,3.33,6,0,0,3.3
BC Fortuin (SA),2,2,7,0,51,3,17,7.28,0,0,14
CJ Gannon (USA),4,3,9,0,67,3,22.33,7.44,0,0,18
Hayatullah Niazi (NOR),4,4,10,0,81,3,27,8.1,0,0,20
J Hill (PHI),4,2,6,0,50,3,16.66,8.33,0,0,12
J Hirschi (MLT),4,4,11,0,96,3,32,8.72,0,0,22
Z Hoque (THAI),3,3,12,0,51,3,17,4.25,0,0,24
JJ Huo (Moz),7,3,10,0,56,3,18.66,5.6,0,0,20
Ijaz Hussain (ROM),3,3,9.5,0,89,3,29.66,9.05,0,0,19.6
D Jakiel (ZIM),2,2,7,0,44,3,14.66,6.28,0,0,14
Kaleem Shah (Moz),7,6,17,0,130,3,43.33,7.64,0,0,34
P Kerai (KENYA),6,5,11,0,82,3,27.33,7.45,0,0,22
J Kila (PNG),12,9,17,0,99,3,33,5.82,0,0,34
AC Kose (TKY),4,2,8,0,116,3,38.66,14.5,0,0,16
CBRLS Kumara (SL),3,3,12,0,97,3,32.33,8.08,0,0,24
UKPW Kumaranayaka (KUW),3,3,12,0,102,3,34,8.5,0,0,24
NCK Liyanage (MAL),6,5,14,0,100,3,33.33,7.14,0,0,28
S Mahmood (ENG),3,3,10,0,115,3,38.33,11.5,0,0,20
MSS Mandy (Chile),4,3,8,0,43,3,14.33,5.37,0,0,16
K Modise (Botsw),3,2,5,0,41,3,13.66,8.2,0,0,10
Mohammad Ghazanfar (HKG),5,5,14,0,85,3,28.33,6.07,0,0,28
Mohammad Hasnain (PAK),4,4,16,0,137,3,45.66,8.56,0,0,32
Musa Shaheen (DEN),1,1,2.2,0,11,3,3.66,4.71,0,0,4.6
A Nathwani (Aut),5,4,10,0,79,3,26.33,7.9,0,0,20
HC Overdijk (NL),3,3,8,0,72,3,24,9,0,0,16
RR Patel (KENYA),8,4,12,0,78,3,26,6.5,0,0,24
J Perman (ESP),2,2,8,0,41,3,13.66,5.12,0,0,16
K Pierre (WI),5,5,13,0,125,3,41.66,9.61,0,0,26
R Pisal (ROM),1,1,3,0,4,3,1.33,1.33,0,0,6
Qadeer Ahmed (UAE),2,2,8,0,68,3,22.66,8.5,0,0,16
Raja Adeel (ESP),3,3,11,0,36,3,12,3.27,0,0,22
SHA Rance (NZ),3,3,11,0,120,3,40,10.9,0,0,22
KB Ratilal (PNM),3,3,12,0,61,3,20.33,5.08,0,0,24
WJR Robertson (JER),6,6,18.1,1,101,3,33.66,5.55,0,0,36.3
PADLR Sandakan (SL),9,9,35,0,266,3,88.66,7.6,0,0,70
M Sert (TKY),4,4,10,0,93,3,31,9.3,0,0,20
Shaheen Shah Afridi (PAK),3,3,12,0,85,3,28.33,7.08,0,0,24
Shiraz Khan (KUW),6,6,20,0,140,3,46.66,7,0,0,40
Shoaib Ali (Saudi),5,5,15.3,0,129,3,43,8.32,0,0,31
Sikander Zulfiqar (NL),6,6,9,0,66,3,22,7.33,0,0,18
KM Silva (),3,2,3,0,18,3,6,6,0,0,6
M Simpson-Parker (Aut),3,3,5,0,40,3,13.33,8,0,0,10
S Singh (PHI),4,4,11,0,110,3,36.66,10,0,0,22
DC Smith (PHI),4,4,11,0,89,3,29.66,8.09,0,0,22
A Srivastav (Chile),4,3,8,0,73,3,24.33,9.12,0,0,16
H Ssenyondo (UGA),4,3,10,0,48,3,16,4.8,0,0,20
DW Steyn (SA),2,2,7,1,59,3,19.66,8.42,0,0,14
Suhail Sadiq (LUX),2,2,6,0,45,3,15,7.5,0,0,12
Syazrul Idrus (MAL),2,2,7,0,64,3,21.33,9.14,0,0,14
Tahir Dar (BHR),4,4,14,0,128,3,42.66,9.14,0,0,28
SR Taylor (USA),8,5,13,1,70,3,23.33,5.38,0,0,26
SF Tiai (Samoa),4,4,11,0,82,3,27.33,7.45,0,0,22
BM Tickner (NZ),3,3,12,0,109,3,36.33,9.08,0,0,24
Usman Shinwari (PAK),3,3,12,0,137,3,45.66,11.41,0,0,24
Vichanath Singh (THAI),4,4,16,1,90,3,30,5.62,0,0,32
Virandeep Singh (MAL),12,8,17.2,0,135,3,45,7.78,0,0,34.6
S Wickramasekara (CZK-R),5,5,15.3,1,91,3,30.33,5.87,0,0,31
MA Wood (ENG),1,1,3,0,9,3,3,3,0,0,6
Zaki Ul Hassan (Belg),3,3,9,0,56,3,18.66,6.22,0,0,18
C Zavoiu (ROM),4,1,1,0,4,3,1.33,4,0,0,2
Zulqarnain Haider (ESP),5,5,13,0,60,3,20,4.61,0,0,26
Aaron Jones (USA),8,3,7,0,28,2,14,4,0,0,21
SA Abbott (AUS),1,1,4,0,14,2,7,3.5,0,0,12
AG Achar (SGP),3,3,6,0,44,2,22,7.33,0,0,18
Ahmed Hassan (Mald),11,5,7.3,0,81,2,40.5,10.8,0,0,22.5
Ali Naqi (PORT),4,4,10,0,65,2,32.5,6.5,0,0,30
Anique Uddin (DEN),6,2,2.3,0,14,2,7,5.6,0,0,7.5
DNA Ankrah (Ghana),4,4,12,1,85,2,42.5,7.08,0,0,36
Apon Mustafizur (Serb),2,1,3,0,30,2,15,10,0,0,9
Aqib Ilyas (OMAN),13,4,9,0,59,2,29.5,6.55,0,0,27
S Arachchige (ITA),4,4,6,0,42,2,21,7,0,0,18
JC Archer (ENG),1,1,4,0,29,2,14.5,7.25,0,0,12
Ashfaq Ahmed (UAE),11,2,6,0,34,2,17,5.66,0,0,18
Atif Kamal (LUX),4,4,14,0,90,2,45,6.42,0,0,42
Aziz Mohammad (Belg),3,3,12,0,84,2,42,7,0,0,36
MO Bacarese (GIBR),3,3,12,0,51,2,25.5,4.25,0,0,36
GG Banner (Blz),3,1,3.3,0,10,2,5,2.85,0,0,10.5
JP Behrendorff (AUS),2,2,6,0,33,2,16.5,5.5,0,0,18
TA Boult (NZ),2,2,7,0,70,2,35,10,0,0,21
CR Brathwaite (WI),6,5,14.1,0,125,2,62.5,8.82,0,0,42.5
P Chandran (Mex),3,2,4,0,45,2,22.5,11.25,0,0,12
FA Cossa (Moz),6,5,14,0,110,2,55,7.85,0,0,42
DK Dahyabhai Ahir (PNM),2,2,3,0,27,2,13.5,9,0,0,9
CJ Dala (SA),4,4,11,0,125,2,62.5,11.36,0,0,33
JL Denly (ENG),4,3,6,0,57,2,28.5,9.5,0,0,18
N Dipakkumar Patel (PNM),3,3,10,0,42,2,21,4.2,0,0,30
K Dorji (BHU),2,2,7,0,69,2,34.5,9.85,0,0,21
Fakhrul Mohon (PORT),4,4,14,2,85,2,42.5,6.07,0,0,42
V Ganesan (GER),4,4,9,1,44,2,22,4.88,0,0,27
D Gim (NGA),6,4,6,0,65,2,32.5,10.83,0,0,18
Hafez Farooq (Peru),4,1,2,0,14,2,7,7,0,0,6
LHB Harrington-Myers (Caym),4,2,4,0,26,2,13,6.5,0,0,12
Hasan Ali (PAK),3,3,12,0,124,2,62,10.33,0,0,36
Imran Ashraf (QAT),3,3,9,0,78,2,39,8.66,0,0,27
J Jojo (DEN),7,5,17,0,98,2,49,5.76,0,0,51
Junaid Sheikh (NOR),5,5,16,1,104,2,52,6.5,0,0,48
Junaid Siddiqui (CAN),5,5,16,0,86,2,43,5.37,0,0,48
D Kegasitswe (Botsw),4,3,12,0,156,2,78,13,0,0,36
Kuldeep Lal (ESP),8,4,9,0,100,2,50,11.11,0,0,27
Lucky Ali (DEN),2,2,7,1,40,2,20,5.71,0,0,21
CS MacLeod (SCOT),15,5,10,0,63,2,31.5,6.3,0,0,30
R Mahajan (PHI),3,3,10,0,93,2,46.5,9.3,0,0,30
P Manning (Caym),6,4,8,0,53,2,26.5,6.62,0,0,24
B Masaba (UGA),1,1,4,0,14,2,7,3.5,0,0,12
WP Masakadza (ZIM),3,3,7,0,53,2,26.5,7.57,0,0,21
Z McLaughlin (Caym),3,3,7.1,0,54,2,27,7.53,0,0,21.5
Mohameed Taiwo (NGA),2,2,8,0,41,2,20.5,5.12,0,0,24
Mohammad Adnan (Saudi),5,5,17,0,120,2,60,7.05,0,0,51
Mohammad Nabi (AFG),10,10,29,0,214,2,107,7.37,0,0,87
Mohammed Shami (INDIA),1,1,4,0,25,2,12.5,6.25,0,0,12
Mohsin Hub (Peru),4,3,9,0,39,2,19.5,4.33,0,0,27
Muhammad Rafique (BHR),2,2,5,0,63,2,31.5,12.6,0,0,15
S Murari (CRC),3,3,10,0,52,2,26,5.2,0,0,30
LA Musiani (Arg),5,4,15,1,69,2,34.5,4.6,0,0,45
SP Narine (WI),3,3,12,0,71,2,35.5,5.91,0,0,36
JDS Neesham (NZ),3,3,5,0,64,2,32,12.8,0,0,15
R Ngarava (ZIM),1,1,4,0,48,2,24,12,0,0,12
F Nsubuga (UGA),3,3,8,0,46,2,23,5.75,0,0,24
L Nussbaumer (GUE),1,1,4,0,44,2,22,11,0,0,12
E Packard (GIBR),4,4,11,0,79,2,39.5,7.18,0,0,33
NMS Param (SGP),8,3,8,0,55,2,27.5,6.87,0,0,24
HH Patel (MWI),7,5,13,0,104,2,52,8,0,0,39
N Pathan (THAI),4,4,6,0,60,2,30,10,0,0,18
LE Plunkett (ENG),2,2,6.5,0,52,2,26,7.6,0,0,20.5
D Pretorius (SA),4,4,9,0,69,2,34.5,7.66,0,0,27
A Pusthay (Fin),5,4,10,0,90,2,45,9,0,0,30
S Rakshit (CZK-R),6,5,12.5,0,99,2,49.5,7.71,0,0,38.5
S Ravikumar (CRC),3,3,6.2,0,56,2,28,8.84,0,0,19
SI Runsewe (NGA),6,2,2.3,0,23,2,11.5,9.2,0,0,7.5
Sadeeq Khan (ROM),3,3,12,0,63,2,31.5,5.25,0,0,36
TK Saha (Fin),4,4,10,0,88,2,44,8.8,0,0,30
Sajid Liaqat (GER),2,2,8,0,72,2,36,9,0,0,24
Sandeep Goud (OMAN),12,2,6,0,48,2,24,8,0,0,18
Saqib Zulfiqar (NL),4,3,6,0,39,2,19.5,6.5,0,0,18
Saqlain Ali (Belg),2,2,7,0,36,2,18,5.14,0,0,21
Sarfaraz Ali (BHR),4,3,8,0,60,2,30,7.5,0,0,24
P Sarraf (NEPAL),9,6,11,1,58,2,29,5.27,0,0,33
Shaffeq Muhammad (),2,2,7,1,21,2,10.5,3,0,0,21
V Shankar (INDIA),4,1,4,0,38,2,19,9.5,0,0,12
Sikandar Raza (ZIM),4,3,9,0,68,2,34,7.55,0,0,27
LA Simango (Moz),3,3,6.1,0,55,2,27.5,8.91,0,0,18.5
Soumya Sarkar (BDESH),5,3,8,0,76,2,38,9.5,0,0,24
B Stanlake (AUS),2,2,8,0,42,2,21,5.25,0,0,24
AL Stephen (VAN),2,2,7,0,29,2,14.5,4.14,0,0,21
T Taylor (Caym),6,4,9,0,74,2,37,8.22,0,0,27
T Turan (TKY),4,3,8.1,0,111,2,55.5,13.59,0,0,24.5
JDF Vandersay (SL),3,3,11,0,85,2,42.5,7.72,0,0,33
S Vashisht (ROM),3,3,11,1,41,2,20.5,3.72,0,0,33
Wahab Riaz (PAK),4,3,11,0,90,2,45,8.18,0,0,33
C Wright (Caym),6,4,7,0,53,2,26.5,7.57,0,0,21
HN Ya France (NAM),6,6,13,0,82,2,41,6.3,0,0,39
Zain ul Tashnam (CRC),3,2,8,1,35,2,17.5,4.37,0,0,24
S Zargar (Mex),1,1,3,0,22,2,11,7.33,0,0,9
Ziaur Rahman (AFG),1,1,4,0,42,2,21,10.5,0,0,12
Adnan Idrees (KUW),6,3,7,0,67,1,67,9.57,0,0,42
N Advani (GIBR),1,1,3,0,12,1,12,4,0,0,18
Aftab Ahmed (2) (DEN),1,1,1,0,10,1,10,10,0,0,6
J Allen (),2,2,2,0,19,1,19,9.5,0,0,12
TP Allen (USA),5,2,3,0,28,1,28,9.33,0,0,18
Al-Amin Hossain (BDESH),3,3,12,0,81,1,81,6.75,0,0,72
Amir Mangal (GER),9,5,6.4,0,57,1,57,8.55,0,0,40
B Arora (MLT),4,4,11.1,0,75,1,75,6.71,0,0,67
Asad Mohammad (GER),9,8,24,0,158,1,158,6.58,0,0,144
AA Banner (Blz),3,2,8,0,39,1,39,4.87,0,0,48
SR Bhudia (KENYA),4,4,9,0,63,1,63,7,0,0,54
D Bishoo (WI),2,2,3.3,1,28,1,28,8,0,0,21
CC Blake (VAN),3,3,8,0,49,1,49,6.12,0,0,48
DAJ Bracewell (NZ),1,1,2,0,19,1,19,9.5,0,0,12
DL Brangman (BMUDA),5,5,7,0,84,1,84,12,0,0,42
A Carthew (Chile),4,1,2,0,19,1,19,9.5,0,0,12
RD Chahar (INDIA),1,1,3,0,27,1,27,9,0,0,18
Charanjeet Singh (ITA),3,2,5,0,35,1,35,7,0,0,30
H Dajc (Serb),2,1,4,0,36,1,36,9,0,0,24
Dawlat Zadran (AFG),1,1,3.3,0,27,1,27,7.71,0,0,21
DM de Silva (SL),4,2,5,0,33,1,33,6.6,0,0,30
M Dixit (LUX),3,3,9,0,93,1,93,10.33,0,0,54
KR Ebanks (Caym),5,5,11,0,104,1,104,9.45,0,0,66
Faisal Khan (Saudi),4,1,2,0,21,1,21,10.5,0,0,12
Fiaz Ahmad (KUW),3,3,5,0,56,1,56,11.2,0,0,30
KK Flowers (Blz),3,1,2,0,16,1,16,8,0,0,12
C Floyd (NL),2,2,5,0,51,1,51,10.2,0,0,30
C Fry (LUX),3,3,7,1,62,1,62,8.85,0,0,42
MD Garratt (GIBR),4,1,2.5,0,12,1,12,4.23,0,0,17
NA Greenwood (JER),8,2,2,0,14,1,14,7,0,0,12
L Gregory (ENG),5,2,4,0,29,1,29,7.25,0,0,24
Hardev Singh (Chile),3,1,1,0,12,1,12,12,0,0,6
Haroon Arshad (HKG),10,8,13.5,0,108,1,108,7.8,0,0,83
Haroon Mughal (MLT),4,2,3,0,31,1,31,10.33,0,0,18
R Hekure (PNG),8,6,4.5,0,37,1,37,7.65,0,0,29
S Hongsi (THAI),3,2,3,0,35,1,35,11.66,0,0,18
A Husain (Arg),5,4,10,0,51,1,51,5.1,0,0,60
GM Hyde (Blz),3,2,5,0,43,1,43,8.6,0,0,30
Ibrahim Rizan (Mald),5,4,8.1,0,63,1,63,7.71,0,0,49
Imran Haider (UAE),5,5,12,0,106,1,106,8.83,0,0,72
Imran Tahir (SA),1,1,4,0,21,1,21,5.25,0,0,24
Irfan Mir (Chile),4,4,15,0,73,1,73,4.86,0,0,90
E Isaneez (UGA),3,3,9.2,0,53,1,53,5.67,0,0,56
Ismat Ullah (),4,2,4,0,16,1,16,4,0,0,24
Jaspreet Singh (ITA),5,2,5,0,53,1,53,10.6,0,0,30
D Kansonkho (MWI),7,3,7.3,0,60,1,60,8,0,0,45
S Kaul (INDIA),1,1,3.4,0,45,1,45,12.27,0,0,22
N Khanna (MLT),2,2,4,0,47,1,47,11.75,0,0,24
B Khumalo (Botsw),3,3,11,0,96,1,96,8.72,0,0,66
JH Kiani (PHI),4,1,4,0,26,1,26,6.5,0,0,24
RAS Lakmal (SL),1,1,4,0,38,1,38,9.5,0,0,24
H Lakov (BUL),3,3,12,1,72,1,72,6,0,0,72
AV Lalcheta (OMAN),3,2,5,0,37,1,37,7.4,0,0,30
MA Leask (SCOT),11,7,11.3,0,144,1,144,12.52,0,0,69
CA Liyanage (Mald),2,2,5,0,47,1,47,9.4,0,0,30
J Long (PHI),2,1,2,0,26,1,26,13,0,0,12
OC McCoy (WI),2,1,3,0,44,1,44,14.66,0,0,18
Mahmad Data (PNM),2,2,5,0,31,1,31,6.2,0,0,30
A Makesh (KUW),4,4,9,1,79,1,79,8.77,0,0,54
WJ Malinda (Mald),3,1,4,0,27,1,27,6.75,0,0,24
OM Marshall (Peru),3,2,3,0,22,1,22,7.33,0,0,18
WT Mashinge (ZIM),2,2,5,0,57,1,57,11.4,0,0,30
N Master (Botsw),2,1,4,0,30,1,30,7.5,0,0,24
Md Shafiqul Haque (THAI),4,1,3,0,25,1,25,8.33,0,0,18
DP Michael (Samoa),4,1,3,0,32,1,32,10.66,0,0,18
Mohammad Boota (UAE),16,1,1,0,13,1,13,13,0,0,6
Mohammad Irfan (PAK),2,2,6,0,58,1,58,9.66,0,0,36
MR Montfort (CAN),1,1,3,0,25,1,25,8.33,0,0,18
Mosaddek Hossain (BDESH),6,5,7,0,61,1,61,8.71,0,0,42
Muhammad Tanveer (QAT),15,3,8,0,63,1,63,7.87,0,0,48
D Muhumuza (UGA),4,3,5,0,35,1,35,7,0,0,30
Murid Ekrami (Belg),3,3,5,0,37,1,37,7.4,0,0,30
NH Naureen (ESP),1,1,3,1,32,1,32,10.66,0,0,18
Naveed Ahmed (CZK-R),7,5,9,0,56,1,56,6.22,0,0,54
Nazakat Ali (NOR),2,2,3,0,16,1,16,5.33,0,0,18
A Ndlovu (ZIM),3,3,11,0,90,1,90,8.18,0,0,66
R Neale (LUX),3,1,3,0,30,1,30,10,0,0,18
D Nikolov (BUL),3,2,4,0,36,1,36,9,0,0,24
K Nima (BHU),1,1,3,0,22,1,22,7.33,0,0,18
Noman Kamawi (Belg),1,1,3,0,28,1,28,9.33,0,0,18
AR Nurse (WI),1,1,4,0,32,1,32,8,0,0,24
E Ochieng (KENYA),2,2,4,0,30,1,30,7.5,0,0,24
AM Oyede (NGA),8,3,8,0,44,1,44,5.5,0,0,48
